code,name,date,type,entry_price,exit_price,pnl,pnl_pct,volume_k,baseline_volume_k,volume_ratio,volume_shares,desired_shares,realistic_shares,fill_ratio,naive_pnl_twd,realistic_pnl_twd
4989,榮科,2026-03-10,not_locked,67.5,64.3,-3.200000000000003,-0.04740740740740745,29462,23253.3,1.2670029630203026,29462000,1481.4814814814815,1481.4814814814815,1.0,-4740.740740740745,-4740.740740740745
5289,宜鼎,2026-03-10,locked,905.0,975.0,70.0,0.07734806629834254,6845,4556.05,1.5023979104706928,6845000,110.49723756906077,110.49723756906077,1.0,7734.806629834254,7734.806629834254
5340,建榮,2026-03-10,not_locked,115.5,115.0,-0.5,-0.004329004329004329,12680,7317.3,1.7328796140652973,12680000,865.8008658008658,865.8008658008658,1.0,-432.9004329004329,-432.9004329004329
5386,青雲,2026-03-10,locked,314.5,345.5,31.0,0.0985691573926868,485,3976.05,0.12198035738987185,485000,317.9650238473768,317.9650238473768,1.0,9856.915739268681,9856.915739268681
5484,慧友,2026-03-10,locked,36.6,40.25,3.6499999999999986,0.09972677595628411,167,281.3,0.593672236046925,167000,2732.24043715847,2732.24043715847,1.0,9972.677595628411,9972.677595628411
6126,信音,2026-03-10,not_locked,33.05,33.0,-0.04999999999999716,-0.0015128593040846343,1650,4584.35,0.35992016316380726,1650000,3025.7186081694404,3025.7186081694404,1.0,-151.28593040846343,-151.28593040846343
6153,嘉聯益,2026-03-10,locked,15.85,16.0,0.15000000000000036,0.009463722397476363,6512,4366.95,1.4912009526099452,6512000,6309.148264984227,6309.148264984227,1.0,946.3722397476364,946.3722397476364
6179,亞通,2026-03-10,not_locked,27.55,25.65,-1.9000000000000021,-0.06896551724137939,4270,1602.85,2.664004741554107,4270000,3629.764065335753,3629.764065335753,1.0,-6896.551724137938,-6896.551724137938
6197,佳必琪,2026-03-10,not_locked,160.0,157.0,-3.0,-0.01875,4660,1613.1,2.888847560597607,4660000,625.0,625.0,1.0,-1875.0,-1875.0
6206,飛捷,2026-03-10,not_locked,102.5,101.5,-1.0,-0.00975609756097561,4223,552.9,7.637909206004703,4223000,975.609756097561,975.609756097561,1.0,-975.609756097561,-975.609756097561
6213,聯茂,2026-03-10,locked,126.5,129.5,3.0,0.023715415019762844,12208,15755.85,0.7748233195924054,12208000,790.5138339920949,790.5138339920949,1.0,2371.5415019762845,2371.5415019762845
6215,和椿,2026-03-10,not_locked,108.0,107.5,-0.5,-0.004629629629629629,1821,1758.35,1.0356299940284928,1821000,925.925925925926,925.925925925926,1.0,-462.962962962963,-462.962962962963
6217,中探針,2026-03-10,not_locked,109.5,103.0,-6.5,-0.0593607305936073,5555,10759.35,0.5162951293526096,5555000,913.2420091324201,913.2420091324201,1.0,-5936.07305936073,-5936.07305936073
6223,旺矽,2026-03-10,locked,2990.0,3130.0,140.0,0.046822742474916385,1298,1667.65,0.7783407789404251,1298000,33.44481605351171,33.44481605351171,1.0,4682.2742474916395,4682.2742474916395
6225,天瀚,2026-03-10,locked,23.2,23.65,0.4499999999999993,0.0193965517241379,14,22.75,0.6153846153846154,14000,4310.344827586207,700.0,0.1624,1939.6551724137903,314.9999999999995
6415,矽力*-KY,2026-03-10,not_locked,256.0,252.5,-3.5,-0.013671875,3856,8574.35,0.44971338935312877,3856000,390.625,390.625,1.0,-1367.1875,-1367.1875
6435,大中,2026-03-10,not_locked,156.5,155.0,-1.5,-0.009584664536741214,2493,825.1,3.0214519452187614,2493000,638.9776357827476,638.9776357827476,1.0,-958.4664536741213,-958.4664536741213
6515,穎崴,2026-03-10,locked,5475.0,5595.0,120.0,0.021917808219178082,514,644.6,0.7973937325473162,514000,18.264840182648403,18.264840182648403,1.0,2191.780821917808,2191.780821917808
6640,均華,2026-03-10,locked,892.0,927.0,35.0,0.03923766816143498,922,515.9,1.7871680558247722,922000,112.10762331838565,112.10762331838565,1.0,3923.7668161434976,3923.7668161434976
6679,鈺太,2026-03-10,not_locked,249.5,237.0,-12.5,-0.050100200400801605,1098,602.75,1.8216507673164661,1098000,400.80160320641284,400.80160320641284,1.0,-5010.0200400801605,-5010.0200400801605
6683,雍智科技,2026-03-10,locked,986.0,1080.0,94.0,0.09533468559837728,413,994.35,0.415346708905315,413000,101.41987829614604,101.41987829614604,1.0,9533.468559837727,9533.468559837727
6693,廣閎科,2026-03-10,not_locked,90.8,90.5,-0.29999999999999716,-0.00330396475770922,757,354.3,2.1366073948631104,757000,1101.3215859030838,1101.3215859030838,1.0,-330.396475770922,-330.396475770922
6715,嘉基,2026-03-10,locked,256.5,282.0,25.5,0.09941520467836257,861,1151.15,0.7479477044694436,861000,389.8635477582846,389.8635477582846,1.0,9941.520467836257,9941.520467836257
6727,亞泰金屬,2026-03-10,not_locked,201.0,200.5,-0.5,-0.0024875621890547263,1723,1391.5,1.2382321236076177,1723000,497.5124378109453,497.5124378109453,1.0,-248.75621890547265,-248.75621890547265
6859,伯特光,2026-03-10,not_locked,134.5,130.0,-4.5,-0.03345724907063197,415,106.8,3.8857677902621726,415000,743.4944237918215,743.4944237918215,1.0,-3345.724907063197,-3345.724907063197
6861,睿生光電,2026-03-10,locked,149.0,163.5,14.5,0.09731543624161074,564,1479.15,0.3813000709867153,564000,671.1409395973154,671.1409395973154,1.0,9731.543624161073,9731.543624161073
6909,創控,2026-03-10,not_locked,41.35,40.65,-0.7000000000000028,-0.016928657799274553,1078,466.4,2.311320754716981,1078000,2418.379685610641,2418.379685610641,1.0,-1692.8657799274556,-1692.8657799274556
6916,華凌,2026-03-10,locked,18.9,19.75,0.8500000000000014,0.044973544973545054,323,94.15,3.430695698353691,323000,5291.005291005292,5291.005291005292,1.0,4497.354497354506,4497.354497354506
6937,天虹,2026-03-10,not_locked,254.5,250.5,-4.0,-0.015717092337917484,1342,617.55,2.1731033924378593,1342000,392.92730844793715,392.92730844793715,1.0,-1571.7092337917486,-1571.7092337917486
7709,榮田,2026-03-10,locked,51.3,53.0,1.7000000000000028,0.03313840155945425,155,448.15,0.34586633939529177,155000,1949.3177387914232,1949.3177387914232,1.0,3313.840155945425,3313.840155945425
7712,博盛半導體,2026-03-10,not_locked,110.5,103.0,-7.5,-0.06787330316742081,1575,596.8,2.639075067024129,1575000,904.9773755656108,904.9773755656108,1.0,-6787.330316742081,-6787.330316742081
7751,竑騰,2026-03-10,locked,1185.0,1235.0,50.0,0.04219409282700422,180,518.55,0.34712178189181375,180000,84.38818565400844,84.38818565400844,1.0,4219.4092827004215,4219.4092827004215
7805,威聯通,2026-03-10,locked,629.0,691.0,62.0,0.0985691573926868,43,124.7,0.3448275862068965,43000,158.9825119236884,158.9825119236884,1.0,9856.915739268681,9856.915739268681
7828,創新服務,2026-03-10,not_locked,1085.0,1020.0,-65.0,-0.059907834101382486,468,494.8,0.9458367016976555,468000,92.16589861751152,92.16589861751152,1.0,-5990.783410138249,-5990.783410138249
8021,尖點,2026-03-10,not_locked,232.5,227.5,-5.0,-0.021505376344086023,10850,11002.0,0.9861843301217961,10850000,430.10752688172045,430.10752688172045,1.0,-2150.537634408602,-2150.537634408602
8039,台虹,2026-03-10,locked,106.0,110.5,4.5,0.04245283018867924,30437,15792.95,1.9272523499409546,30437000,943.3962264150944,943.3962264150944,1.0,4245.2830188679245,4245.2830188679245
8096,擎亞,2026-03-10,locked,70.9,71.7,0.7999999999999972,0.011283497884344105,23765,14648.35,1.6223670242723582,23765000,1410.4372355430182,1410.4372355430182,1.0,1128.3497884344106,1128.3497884344106
8155,博智,2026-03-10,locked,196.0,200.0,4.0,0.02040816326530612,1930,2151.65,0.896986033973927,1930000,510.2040816326531,510.2040816326531,1.0,2040.8163265306123,2040.8163265306123
8299,群聯,2026-03-10,not_locked,1765.0,1745.0,-20.0,-0.0113314447592068,6377,8991.6,0.7092174918813114,6377000,56.657223796033996,56.657223796033996,1.0,-1133.14447592068,-1133.14447592068
8996,高力,2026-03-10,not_locked,770.0,769.0,-1.0,-0.0012987012987012987,522,2942.95,0.17737304405443519,522000,129.87012987012986,129.87012987012986,1.0,-129.87012987012986,-129.87012987012986
1512,瑞利,2026-03-11,locked,7.76,8.24,0.4800000000000004,0.06185567010309284,326,112.2,2.905525846702317,326000,12886.59793814433,12886.59793814433,1.0,6185.567010309284,6185.567010309284
1539,巨庭,2026-03-11,not_locked,17.75,17.2,-0.5500000000000007,-0.030985915492957785,212,115.15,1.8410768562744246,212000,5633.802816901409,5633.802816901409,1.0,-3098.591549295779,-3098.591549295779
1717,長興,2026-03-11,not_locked,64.1,63.8,-0.29999999999999716,-0.0046801872074882555,20108,34560.05,0.581827861938857,20108000,1560.0624024961,1560.0624024961,1.0,-468.01872074882556,-468.01872074882556
1735,日勝化,2026-03-11,locked,20.9,21.0,0.10000000000000142,0.004784688995215379,1714,1013.25,1.691586479151246,1714000,4784.6889952153115,4784.6889952153115,1.0,478.46889952153794,478.46889952153794
1802,台玻,2026-03-11,locked,57.2,56.4,-0.8000000000000043,-0.01398601398601406,12798,104752.05,0.12217421997946579,12798000,1748.2517482517483,1748.2517482517483,1.0,-1398.6013986014061,-1398.6013986014061
2059,川湖,2026-03-11,not_locked,3365.0,3355.0,-10.0,-0.0029717682020802376,695,850.35,0.8173105191979773,695000,29.71768202080238,29.71768202080238,1.0,-297.1768202080238,-297.1768202080238
2243,宏旭-KY,2026-03-11,locked,13.95,15.3,1.3500000000000014,0.0967741935483872,610,275.7,2.2125498730504174,610000,7168.458781362007,7168.458781362007,1.0,9677.41935483872,9677.41935483872
2302,麗正,2026-03-11,locked,18.9,19.1,0.20000000000000284,0.010582010582010732,1930,727.1,2.6543804153486454,1930000,5291.005291005292,5291.005291005292,1.0,1058.2010582010735,1058.2010582010735
2305,全友,2026-03-11,locked,14.6,14.75,0.15000000000000036,0.010273972602739751,5586,716.35,7.797864172541355,5586000,6849.315068493151,6849.315068493151,1.0,1027.397260273975,1027.397260273975
2308,台達電,2026-03-11,not_locked,1415.0,1400.0,-15.0,-0.01060070671378092,15114,14225.05,1.0624918717333156,15114000,70.6713780918728,70.6713780918728,1.0,-1060.070671378092,-1060.070671378092
2329,華泰,2026-03-11,locked,54.7,53.9,-0.8000000000000043,-0.01462522851919569,12445,12519.45,0.994053253138117,12445000,1828.1535648994516,1828.1535648994516,1.0,-1462.5228519195691,-1462.5228519195691
2337,旺宏,2026-03-11,locked,99.7,102.5,2.799999999999997,0.028084252758274794,131430,220964.55,0.5948012927865579,131430000,1003.0090270812437,1003.0090270812437,1.0,2808.4252758274797,2808.4252758274797
2338,光罩,2026-03-11,locked,48.8,48.8,0.0,0.0,4213,4882.5,0.8628776241679468,4213000,2049.1803278688526,2049.1803278688526,1.0,0.0,0.0
2357,華碩,2026-03-11,locked,584.0,591.0,7.0,0.011986301369863013,10065,4334.25,2.3222010728499742,10065000,171.23287671232876,171.23287671232876,1.0,1198.6301369863013,1198.6301369863013
2360,致茂,2026-03-11,locked,1495.0,1520.0,25.0,0.016722408026755852,1745,3360.7,0.5192370637069659,1745000,66.88963210702342,66.88963210702342,1.0,1672.2408026755854,1672.2408026755854
2367,燿華,2026-03-11,not_locked,69.4,69.2,-0.20000000000000284,-0.002881844380403499,15816,131377.15,0.12038623154787573,15816000,1440.9221902017289,1440.9221902017289,1.0,-288.18443804034985,-288.18443804034985
2368,金像電,2026-03-11,locked,898.0,898.0,0.0,0.0,9954,9587.05,1.0382755905101153,9954000,111.35857461024499,111.35857461024499,1.0,0.0,0.0
2388,威盛,2026-03-11,locked,49.05,49.9,0.8500000000000014,0.017329255861365984,4411,2771.95,1.5912985443460381,4411000,2038.7359836901123,2038.7359836901123,1.0,1732.9255861365984,1732.9255861365984
2399,映泰,2026-03-11,locked,24.35,23.9,-0.45000000000000284,-0.018480492813141798,7692,3104.15,2.477973036096838,7692000,4106.776180698152,4106.776180698152,1.0,-1848.04928131418,-1848.04928131418
2408,南亞科,2026-03-11,locked,254.0,257.0,3.0,0.011811023622047244,90316,94922.3,0.9514729415532494,90316000,393.7007874015748,393.7007874015748,1.0,1181.1023622047244,1181.1023622047244
2421,建準,2026-03-11,locked,140.5,141.0,0.5,0.0035587188612099642,4734,3429.4,1.3804163993701521,4734000,711.7437722419929,711.7437722419929,1.0,355.87188612099646,355.87188612099646
2425,承啟,2026-03-11,locked,28.25,31.05,2.8000000000000007,0.09911504424778764,525,213.45,2.459592410400562,525000,3539.8230088495575,3539.8230088495575,1.0,9911.504424778763,9911.504424778763
2426,鼎元,2026-03-11,locked,28.1,30.0,1.8999999999999986,0.06761565836298927,13035,7054.65,1.8477174629499693,13035000,3558.7188612099644,3558.7188612099644,1.0,6761.565836298927,6761.565836298927
2455,全新,2026-03-11,locked,221.5,219.5,-2.0,-0.009029345372460496,4114,16618.55,0.2475546903911593,4114000,451.46726862302484,451.46726862302484,1.0,-902.9345372460497,-902.9345372460497
2465,麗臺,2026-03-11,locked,55.0,55.1,0.10000000000000142,0.001818181818181844,683,288.45,2.3678280464551915,683000,1818.1818181818182,1818.1818181818182,1.0,181.8181818181844,181.8181818181844
2468,華經,2026-03-11,locked,35.75,37.25,1.5,0.04195804195804196,1160,320.75,3.6165237724084176,1160000,2797.2027972027972,2797.2027972027972,1.0,4195.804195804196,4195.804195804196
2481,強茂,2026-03-11,locked,91.8,91.8,0.0,0.0,17795,18384.75,0.9679217829994968,17795000,1089.3246187363834,1089.3246187363834,1.0,0.0,0.0
2485,兆赫,2026-03-11,locked,55.3,57.5,2.200000000000003,0.03978300180831832,81000,74789.85,1.0830346631260792,81000000,1808.3182640144666,1808.3182640144666,1.0,3978.3001808318318,3978.3001808318318
2486,一詮,2026-03-11,not_locked,141.0,140.5,-0.5,-0.0035460992907801418,10137,9501.75,1.0668561054542585,10137000,709.2198581560284,709.2198581560284,1.0,-354.6099290780142,-354.6099290780142
2489,瑞軒,2026-03-11,not_locked,38.9,37.45,-1.4499999999999957,-0.037275064267352075,12871,19380.85,0.6641091592989988,12871000,2570.694087403599,2570.694087403599,1.0,-3727.5064267352077,-3727.5064267352077
2939,永邑-KY,2026-03-11,locked,24.75,24.55,-0.1999999999999993,-0.008080808080808051,72,51.55,1.396702230843841,72000,4040.40404040404,3600.0,0.891,-808.0808080808051,-719.9999999999975
3006,晶豪科,2026-03-11,locked,159.5,160.5,1.0,0.006269592476489028,19480,26270.8,0.7415076815323477,19480000,626.9592476489029,626.9592476489029,1.0,626.9592476489029,626.9592476489029
3017,奇鋐,2026-03-11,locked,1860.0,1900.0,40.0,0.021505376344086023,5418,6800.15,0.796747130578002,5418000,53.763440860215056,53.763440860215056,1.0,2150.537634408602,2150.537634408602
3037,欣興,2026-03-11,locked,466.0,466.5,0.5,0.001072961373390558,15139,57770.95,0.2620521213516482,15139000,214.59227467811158,214.59227467811158,1.0,107.29613733905579,107.29613733905579
3054,立萬利,2026-03-11,locked,59.8,64.4,4.6000000000000085,0.07692307692307707,597,440.35,1.3557397524696264,597000,1672.2408026755854,1672.2408026755854,1.0,7692.307692307707,7692.307692307707
3071,協禧,2026-03-11,locked,25.65,25.55,-0.09999999999999787,-0.003898635477582763,1109,286.9,3.8654583478563964,1109000,3898.6354775828463,3898.6354775828463,1.0,-389.8635477582763,-389.8635477582763
3105,穩懋,2026-03-11,locked,299.0,295.0,-4.0,-0.013377926421404682,7172,22309.25,0.32148100003361835,7172000,334.44816053511704,334.44816053511704,1.0,-1337.7926421404682,-1337.7926421404682
3138,耀登,2026-03-11,locked,183.5,183.5,0.0,0.0,2587,7016.3,0.36871285435343415,2587000,544.9591280653951,544.9591280653951,1.0,0.0,0.0
3163,波若威,2026-03-11,locked,770.0,847.0,77.0,0.1,517,2398.35,0.21556486751308193,517000,129.87012987012986,129.87012987012986,1.0,10000.0,10000.0
3167,大量,2026-03-11,locked,323.0,355.0,32.0,0.09907120743034056,6044,5172.45,1.1684984871772566,6044000,309.59752321981426,309.59752321981426,1.0,9907.120743034056,9907.120743034056
3234,光環,2026-03-11,locked,81.4,84.8,3.3999999999999915,0.041769041769041663,1003,4926.0,0.20361347949654893,1003000,1228.5012285012285,1228.5012285012285,1.0,4176.904176904167,4176.904176904167
3260,威剛,2026-03-11,locked,350.5,353.5,3.0,0.008559201141226819,33229,21835.25,1.5218053376993623,33229000,285.30670470756064,285.30670470756064,1.0,855.920114122682,855.920114122682
3324,雙鴻,2026-03-11,locked,1030.0,1045.0,15.0,0.014563106796116505,7362,5995.3,1.227961903491068,7362000,97.0873786407767,97.0873786407767,1.0,1456.3106796116506,1456.3106796116506
3339,泰谷,2026-03-11,locked,28.5,29.0,0.5,0.017543859649122806,1076,549.3,1.9588567267431278,1076000,3508.7719298245615,3508.7719298245615,1.0,1754.3859649122808,1754.3859649122808
3437,榮創,2026-03-11,locked,16.05,15.8,-0.25,-0.01557632398753894,3011,1791.15,1.6810429053959746,3011000,6230.529595015576,6230.529595015576,1.0,-1557.632398753894,-1557.632398753894
3450,聯鈞,2026-03-11,locked,272.5,272.5,0.0,0.0,17131,21148.85,0.810020403000636,17131000,366.9724770642202,366.9724770642202,1.0,0.0,0.0
3481,群創,2026-03-11,locked,30.3,31.0,0.6999999999999993,0.02310231023102308,1134573,651377.6,1.7418053675778842,1134573000,3300.3300330033003,3300.3300330033003,1.0,2310.231023102308,2310.231023102308
3491,昇達科,2026-03-11,locked,1265.0,1300.0,35.0,0.02766798418972332,311,900.45,0.3453828641234938,311000,79.05138339920948,79.05138339920948,1.0,2766.798418972332,2766.798418972332
3498,陽程,2026-03-11,locked,66.9,69.6,2.6999999999999886,0.04035874439461866,1848,3961.0,0.4665488513001767,1848000,1494.7683109118086,1494.7683109118086,1.0,4035.874439461866,4035.874439461866
3529,力旺,2026-03-11,locked,2485.0,2485.0,0.0,0.0,628,1344.0,0.46726190476190477,628000,40.241448692152915,40.241448692152915,1.0,0.0,0.0
3555,博士旺,2026-03-11,locked,134.5,147.5,13.0,0.09665427509293681,222,540.1,0.41103499351971856,222000,743.4944237918215,743.4944237918215,1.0,9665.42750929368,9665.42750929368
3563,牧德,2026-03-11,locked,633.0,641.0,8.0,0.01263823064770932,1657,2223.8,0.7451209641154779,1657000,157.9778830963665,157.9778830963665,1.0,1263.823064770932,1263.823064770932
3576,聯合再生,2026-03-11,locked,21.75,23.0,1.25,0.05747126436781609,19187,56758.05,0.3380489639795588,19187000,4597.701149425287,4597.701149425287,1.0,5747.126436781609,5747.126436781609
3594,磐儀,2026-03-11,not_locked,43.3,42.55,-0.75,-0.017321016166281757,1855,563.7,3.290757495121518,1855000,2309.4688221709007,2309.4688221709007,1.0,-1732.1016166281756,-1732.1016166281756
3645,達邁,2026-03-11,not_locked,83.0,82.9,-0.09999999999999432,-0.0012048192771083653,36985,7073.15,5.228929119275005,36985000,1204.8192771084337,1204.8192771084337,1.0,-120.48192771083652,-120.48192771083652
3661,世芯-KY,2026-03-11,locked,3365.0,3385.0,20.0,0.005943536404160475,2203,1953.35,1.1278060767399596,2203000,29.71768202080238,29.71768202080238,1.0,594.3536404160476,594.3536404160476
3663,鑫科,2026-03-11,locked,66.0,67.0,1.0,0.015151515151515152,1842,3090.6,0.5960007765482431,1842000,1515.1515151515152,1515.1515151515152,1.0,1515.1515151515152,1515.1515151515152
3675,德微,2026-03-11,locked,189.0,196.5,7.5,0.03968253968253968,1341,955.95,1.4027930331084262,1341000,529.1005291005291,529.1005291005291,1.0,3968.253968253968,3968.253968253968
3693,營邦,2026-03-11,locked,419.0,417.0,-2.0,-0.00477326968973747,1821,2439.7,0.7464032463007747,1821000,238.6634844868735,238.6634844868735,1.0,-477.326968973747,-477.326968973747
3701,大眾控,2026-03-11,locked,59.1,57.8,-1.3000000000000043,-0.021996615905245417,9504,9879.6,0.9619822664885218,9504000,1692.047377326565,1692.047377326565,1.0,-2199.6615905245417,-2199.6615905245417
4120,友華,2026-03-11,not_locked,47.95,47.6,-0.3500000000000014,-0.00729927007299273,255,26.1,9.770114942528735,255000,2085.5057351407713,2085.5057351407713,1.0,-729.9270072992729,-729.9270072992729
4130,健亞,2026-03-11,locked,33.95,33.95,0.0,0.0,1549,1480.95,1.0459502346466794,1549000,2945.508100147275,2945.508100147275,1.0,0.0,0.0
4513,福裕,2026-03-11,locked,17.6,19.0,1.3999999999999986,0.07954545454545446,296,336.7,0.8791208791208791,296000,5681.818181818181,5681.818181818181,1.0,7954.545454545446,7954.545454545446
4534,慶騰,2026-03-11,locked,28.35,29.2,0.8499999999999979,0.02998236331569657,993,1683.15,0.5899652437394172,993000,3527.336860670194,3527.336860670194,1.0,2998.236331569657,2998.236331569657
4542,科嶠,2026-03-11,locked,162.5,163.0,0.5,0.003076923076923077,1587,1886.75,0.8411289254008215,1587000,615.3846153846154,615.3846153846154,1.0,307.6923076923077,307.6923076923077
4577,達航科技,2026-03-11,locked,93.5,98.0,4.5,0.0481283422459893,522,1847.9,0.2824828183343254,522000,1069.51871657754,1069.51871657754,1.0,4812.834224598931,4812.834224598931
4755,三福化,2026-03-11,not_locked,154.0,153.5,-0.5,-0.003246753246753247,1658,677.0,2.44903988183161,1658000,649.3506493506494,649.3506493506494,1.0,-324.6753246753247,-324.6753246753247
4764,雙鍵,2026-03-11,locked,149.0,154.5,5.5,0.03691275167785235,4049,3214.1,1.2597616751190068,4049000,671.1409395973154,671.1409395973154,1.0,3691.2751677852348,3691.2751677852348
4768,晶呈科技,2026-03-11,locked,440.5,447.5,7.0,0.015891032917139614,560,1627.3,0.34412831069870337,560000,227.01475595913735,227.01475595913735,1.0,1589.1032917139614,1589.1032917139614
4806,桂田文創,2026-03-11,locked,13.0,13.0,0.0,0.0,34,34.3,0.9912536443148688,34000,7692.307692307692,1700.0,0.221,0.0,0.0
4949,有成精密,2026-03-11,locked,56.6,59.9,3.299999999999997,0.058303886925795,7773,2071.7,3.751991118405175,7773000,1766.7844522968198,1766.7844522968198,1.0,5830.3886925795005,5830.3886925795005
4960,誠美材,2026-03-11,locked,19.25,20.75,1.5,0.07792207792207792,34165,12214.85,2.7970052845511817,34165000,5194.805194805195,5194.805194805195,1.0,7792.207792207793,7792.207792207793
4973,廣穎,2026-03-11,locked,55.6,57.0,1.3999999999999986,0.02517985611510789,3298,2649.95,1.2445517839959246,3298000,1798.5611510791366,1798.5611510791366,1.0,2517.9856115107887,2517.9856115107887
4977,眾達-KY,2026-03-11,locked,166.0,164.0,-2.0,-0.012048192771084338,9179,13205.55,0.6950865355854168,9179000,602.4096385542168,602.4096385542168,1.0,-1204.8192771084337,-1204.8192771084337
4979,華星光,2026-03-11,locked,383.5,384.0,0.5,0.001303780964797914,2873,20200.25,0.14222596254996844,2873000,260.7561929595828,260.7561929595828,1.0,130.3780964797914,130.3780964797914
4989,榮科,2026-03-11,locked,70.7,70.9,0.20000000000000284,0.002828854314002869,36656,24055.4,1.5238158583935415,36656000,1414.4271570014143,1414.4271570014143,1.0,282.8854314002869,282.8854314002869
4991,環宇-KY,2026-03-11,locked,339.5,331.5,-8.0,-0.023564064801178203,1250,5217.8,0.23956456744221702,1250000,294.5508100147275,294.5508100147275,1.0,-2356.40648011782,-2356.40648011782
5220,萬達光電,2026-03-11,not_locked,21.15,19.7,-1.4499999999999993,-0.06855791962174938,804,116.7,6.889460154241645,804000,4728.132387706856,4728.132387706856,1.0,-6855.791962174938,-6855.791962174938
5289,宜鼎,2026-03-11,locked,995.0,1015.0,20.0,0.020100502512562814,3383,4690.55,0.7212373815437422,3383000,100.50251256281408,100.50251256281408,1.0,2010.0502512562816,2010.0502512562816
5386,青雲,2026-03-11,not_locked,345.5,319.0,-26.5,-0.07670043415340087,1645,3954.9,0.4159397203469114,1645000,289.4356005788712,289.4356005788712,1.0,-7670.0434153400865,-7670.0434153400865
5452,佶優,2026-03-11,locked,34.3,34.2,-0.09999999999999432,-0.0029154518950435665,5725,2551.85,2.2434704234183043,5725000,2915.451895043732,2915.451895043732,1.0,-291.5451895043566,-291.5451895043566
5457,宣德,2026-03-11,not_locked,35.3,34.2,-1.0999999999999943,-0.03116147308781854,2871,553.85,5.183714001986097,2871000,2832.8611898016998,2832.8611898016998,1.0,-3116.1473087818536,-3116.1473087818536
5475,德宏,2026-03-11,locked,201.0,201.0,0.0,0.0,733,3143.55,0.2331758680472714,733000,497.5124378109453,497.5124378109453,1.0,0.0,0.0
5484,慧友,2026-03-11,locked,40.25,41.8,1.5499999999999972,0.038509316770186264,579,260.35,2.223929325907432,579000,2484.472049689441,2484.472049689441,1.0,3850.9316770186265,3850.9316770186265
6103,合邦,2026-03-11,locked,37.4,39.0,1.6000000000000014,0.04278074866310164,14,0.1,140.0,14000,2673.7967914438505,700.0,0.2618,4278.074866310165,1120.000000000001
6124,業強,2026-03-11,locked,34.95,34.5,-0.45000000000000284,-0.012875536480686775,288,435.8,0.6608536025699863,288000,2861.2303290414875,2861.2303290414875,1.0,-1287.5536480686776,-1287.5536480686776
6148,驊宏資,2026-03-11,locked,33.85,36.25,2.3999999999999986,0.07090103397341206,393,257.5,1.5262135922330098,393000,2954.2097488921713,2954.2097488921713,1.0,7090.103397341207,7090.103397341207
6187,萬潤,2026-03-11,locked,586.0,643.0,57.0,0.09726962457337884,559,3575.75,0.15633083968398237,559000,170.64846416382252,170.64846416382252,1.0,9726.962457337884,9726.962457337884
6190,萬泰科,2026-03-11,locked,51.2,51.2,0.0,0.0,6602,5497.35,1.2009422721856895,6602000,1953.125,1953.125,1.0,0.0,0.0
6217,中探針,2026-03-11,locked,113.0,124.0,11.0,0.09734513274336283,1963,10352.1,0.18962336144357184,1963000,884.9557522123894,884.9557522123894,1.0,9734.513274336283,9734.513274336283
6223,旺矽,2026-03-11,locked,3285.0,3300.0,15.0,0.0045662100456621,976,1676.2,0.582269418923756,976000,30.441400304414003,30.441400304414003,1.0,456.62100456621005,456.62100456621005
6225,天瀚,2026-03-11,not_locked,25.5,23.55,-1.9499999999999993,-0.0764705882352941,42,23.0,1.826086956521739,42000,3921.5686274509803,2100.0,0.5355,-7647.058823529409,-4094.9999999999986
6246,臺龍,2026-03-11,locked,14.75,15.8,1.0500000000000007,0.07118644067796615,476,52.2,9.118773946360152,476000,6779.661016949152,6779.661016949152,1.0,7118.644067796615,7118.644067796615
6291,沛亨,2026-03-11,locked,291.5,320.0,28.5,0.09777015437392796,1025,1776.3,0.5770421663007375,1025000,343.0531732418525,343.0531732418525,1.0,9777.015437392796,9777.015437392796
6419,京晨科,2026-03-11,locked,78.3,86.1,7.799999999999997,0.09961685823754786,116,111.7,1.0384959713518354,116000,1277.139208173691,1277.139208173691,1.0,9961.685823754786,9961.685823754786
6426,統新,2026-03-11,locked,133.5,133.0,-0.5,-0.003745318352059925,948,4150.45,0.22840896770229735,948000,749.0636704119851,749.0636704119851,1.0,-374.53183520599254,-374.53183520599254
6443,元晶,2026-03-11,locked,52.3,53.2,0.9000000000000057,0.017208413001912157,147006,130159.9,1.1294261904011913,147006000,1912.0458891013386,1912.0458891013386,1.0,1720.8413001912156,1720.8413001912156
6451,訊芯-KY,2026-03-11,locked,189.5,192.0,2.5,0.013192612137203167,2014,5675.5,0.3548586027662761,2014000,527.7044854881267,527.7044854881267,1.0,1319.2612137203168,1319.2612137203168
6456,GIS-KY,2026-03-11,locked,63.2,63.0,-0.20000000000000284,-0.003164556962025361,8756,6878.45,1.2729612049226207,8756000,1582.2784810126582,1582.2784810126582,1.0,-316.45569620253616,-316.45569620253616
6588,東典光電,2026-03-11,locked,79.8,77.6,-2.200000000000003,-0.027568922305764448,571,2621.05,0.21785162434902042,571000,1253.1328320802006,1253.1328320802006,1.0,-2756.892230576445,-2756.892230576445
6590,普鴻,2026-03-11,not_locked,78.4,74.0,-4.400000000000006,-0.056122448979591906,60,22.65,2.6490066225165565,60000,1275.5102040816325,1275.5102040816325,1.0,-5612.24489795919,-5612.24489795919
